Zipcode,Positive,Total_Tests,Percent.Population,Median.Household.Income,Percent_College,Percent_Public_Transit,density,Percent_Crowded
11379,719,1744,41.23,79573,33.33927171666786,40.99434025080457,6479.9,10.25622037914692
11385,1888,4245,44.48,64481,25.225089625352343,59.96930505905033,10527.6,13.229516597392246
11411,620,1251,49.56,87231,32.465218285244326,36.42438573044104,6133.9,18.548644338118024
11412,1145,2332,49.1,75307,23.008142454912107,43.53871464204214,8176.9,17.57405562098016
11413,1183,2493,47.45,83459,25.976808242935356,39.64045851638641,4839.9,20.152152800258982
11414,739,1562,47.31,72632,26.61464310305256,27.64011568826702,4366.6,8.97003745318352
11415,471,1086,43.37,65981,46.09075997813012,55.12962776152527,13194.6,8.676453037355293
11416,608,1224,49.67,61285,20.41826575449135,54.75799835931091,14506.1,24.442289039767218
11417,790,1665,47.45,69989,23.251860700174586,48.32542372881356,9994.1,21.96467991169978
11418,944,2082,45.34,67003,27.772596564855835,52.96526959546654,8579.9,21.34759553848967
11419,1032,2145,48.11,65711,19.566978628300042,51.937093962921885,16283.6,26.98132863210193
11420,1217,2593,46.93,66220,18.120186732478963,41.91840277777778,8243.5,23.185652405197963
11421,1058,2232,47.4,69053,21.52653144153601,60.0772237582229,11709.4,21.266540642722116
11422,878,1908,46.02,86996,27.517589674968708,34.59537572254335,5861.1,18.729928519631205
11423,919,1884,48.78,66455,28.447750804837728,46.80180458562512,8180.4,17.134974966792687
11426,458,1027,44.6,83376,39.39765603706732,28.334292842064862,5034,17.21208307111391
11427,700,1469,47.65,72874,31.996996129628556,39.26094890510949,5761.7,16.439999999999998
11428,614,1193,51.47,71663,18.384757571448883,38.01913573756703,8899.5,20.223101835192516
11429,845,1615,52.32,80464,24.026838762548657,41.63247034246064,7491.8,22.724795640326974
11432,1559,3159,49.35,52975,35.041620224346055,54.329467007744334,10923.4,18.175446163800075
11433,836,1791,46.68,48795,17.848557692307693,52.88410419989368,8145.6,20.8289761384162
11434,1805,3840,47.01,60702,21.479550124842568,46.77105686695279,6985.1,14.649147330164944
11435,1432,3124,45.84,59535,27.25317272531727,58.74869655891553,13561,16.165094839461695
11436,470,1034,45.45,69259,17.499822228542985,42.958185978780946,8736.8,19.405124529654184
11691,1987,3881,51.2,42434,23.21117369231935,39.72436834412195,8420.2,19.432844517820726
11692,528,1123,47.02,45816,22.35201262825572,48.489010989010985,7140,14.071900220102714
11693,297,667,44.53,57443,25.40037682524729,46.615875265768956,4665.8,10.154798761609907
11694,627,1471,42.62,77547,40.64958771322465,26.137120035500335,5896.8,8.656117146905999
11697,86,214,40.19,99792,48.13389765294344,12.237998647734956,606.8,7.7655677655677655
